Temática;Año;Mes;Departamento;Código Dane;Municipio;Armas / Medios;Agrupa Edad Persona;Genero;Zona;Clase de Sitio;Día;Cantidad
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;13
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;6
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;5
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;5
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;4
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;4
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;mié.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;LOTE BALDIO;sáb.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;PARQUES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;RESTAURANTES;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;TIENDA;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;INTERIOR VEHICULO PARTICULAR;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;10
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;10
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;10
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;9
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;9
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;6
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;5
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;sáb.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;DISCOTECAS;mar.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BARES, CANTINAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BODEGAS Y SIMILARES;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BOMBA DE GASOLINA;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CAFETERIAS;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;mar.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO SERVICIO PUBLICO;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;LOCAL COMERCIAL;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;MATADEROS, CARNICERIA Y SIMILARES;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;TIENDA;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;TIENDA;mar.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);COMBUSTIBLE;MENORES;MASCULINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;sáb.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);CONTUNDENTES;JOVENES;FEMENINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);NO REPORTADO;MENORES;FEMENINO;URBANA;CASAS DE HABITACION;jue.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);NO REPORTADO;MENORES;MASCULINO;URBANA;CASAS DE HABITACION;vie.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25126000;CAJICÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25148000;CAPARRAPÍ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25175000;CHÍA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25175000;CHÍA;CONTUNDENTES;ADULTOS;FEMENINO;RURAL;FINCAS Y SIMILARES;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25269000;FACATATIVÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BARES, CANTINAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25269000;FACATATIVÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25269000;FACATATIVÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25286000;FUNZA;ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;PARQUES;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25286000;FUNZA;NO REPORTADO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;mar.;7
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;3
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25293000;GACHALA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25295000;GACHANCIPÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25307000;GIRARDOT;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;PARQUES;lun.;4
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25307000;GIRARDOT;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;4
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25307000;GIRARDOT;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25320000;GUADUAS;ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;jue.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25335000;GUAYABETAL;ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25398000;LA PEÑA;NO REPORTADO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25518000;PAIME;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25580000;PULÍ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25649000;SAN BERNARDO;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25653000;SAN CAYETANO;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25740000;SIBATÉ;MINA ANTIPERSONA;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;4
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;3
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;3
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;MENORES;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25777000;SUPATÁ;NO REPORTADO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25781000;SUTATAUSA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25793000;TAUSA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25797000;TENA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;VIAS PUBLICAS;dom.;2
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25817000;TOCANCIPÁ;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25823000;TOPAIPÍ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25823000;TOPAIPÍ;ARMA DE FUEGO;JOVENES;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25867000;VIANÍ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Diciembre;CUNDINAMARCA;25899000;ZIPAQUIRÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;APARTAMENTO;jue.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;dom.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;8
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;5
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;3
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;2
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;CAÑOS;dom.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;mar.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;jue.;2
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;dom.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;INSTALACIONES GUBERNAMENTALES;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;LOCAL COMERCIAL;vie.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;13
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;12
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;9
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;8
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;8
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;7
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;4
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CAFETERIAS;sáb.;2
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;AEROPUERTO;dom.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BODEGAS Y SIMILARES;mar.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CAFETERIAS;vie.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;mar.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;jue.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;vie.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CONSTRUCCION;vie.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INSTALACIONES GUBERNAMENTALES;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;lun.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;jue.;1
HOMICIDIOS;2004;Enero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;vie.;1
